GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""79827"",""main.cluster index_upperinput"":""79827""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.90096,7.6801,7.6801,0,CCMSLIB00000578059,4573895.153,172,79827,5,172,181.0286,1,181.0286,4573895.153,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6829"",""main.cluster index_upperinput"":""6829""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=436&task=818684bc2ef44996a6257df861bb9695&show=true,"3,5-Lutidine",0.898859,6.2916,6.2916,0,CCMSLIB00003378548,8816.837269,172,6829,436,172,108.0812,1,108.0812,8816.837269,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18193"",""main.cluster index_upperinput"":""18193""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Val-Arg,0.898142,12.0158,12.0158,0,CCMSLIB00003731363,3455.406878,165,18193,133,165,274.1877,1,274.1877,3455.406878,"InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)/t7-,8-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""244"",""main.cluster index_upperinput"":""244""}",This Node is a Singleton,Spectral Match to Hexaethylene glycol from NIST14,0.898114,1.3821,1.3821,0,CCMSLIB00003134614,5479.473741,172,244,-1,172,283.1754,1,283.1754,5479.473741,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27237"",""main.cluster index_upperinput"":""27237""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1242&task=818684bc2ef44996a6257df861bb9695&show=true,Pyridoxal phosphate,0.896629,1.0904,1.0904,0,CCMSLIB00003392541,7872.313244,172,27237,1242,172,150.055,1,150.055,7872.313244,"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2000"",""main.cluster index_upperinput"":""2000""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=289&task=818684bc2ef44996a6257df861bb9695&show=true,5-Amino-1-.beta.-D-ribofuranosyl-1H-imidazole-4-carboxamide,0.895994,5.2935,5.2935,0,CCMSLIB00003330030,4669.2942,172,2000,289,172,259.104,1,259.104,4669.2942,"InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)/t3-,5-,6-,9-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30694"",""main.cluster index_upperinput"":""30694""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,1-Palmitoyl-2-oleoyl-phosphatidylglycerol,0.895647,2.1323,2.1323,0,CCMSLIB00003174240,339.3900809,79,30694,78,79,766.5593,1,766.5593,339.3900809,"InChI=1S/C40H77O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37-38,41-42H,3-16,19-36H2,1-2H3,(H,45,46)/b18-17-/t37?,38-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""72941"",""main.cluster index_upperinput"":""72941""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Asn,0.892927,7.2516,7.2516,0,CCMSLIB00003738641,360.5486805,172,72941,142,172,280.1293,1,280.1293,360.5486805,"InChI=1S/C13H17N3O4/c14-9(6-8-4-2-1-3-5-8)12(18)16-10(13(19)20)7-11(15)17/h1-5,9-10H,6-7,14H2,(H2,15,17)(H,16,18)(H,19,20)/t9-,10-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6827"",""main.cluster index_upperinput"":""6827""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.892408,6.3716,6.3716,0,CCMSLIB00003269305,228.2495659,145,6827,78,145,454.2939,1,454.2939,228.2495659,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""92339"",""main.cluster index_upperinput"":""92339""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=703&task=818684bc2ef44996a6257df861bb9695&show=true,Melibiose,0.891495,10.2452,10.2452,0,CCMSLIB00003644591,12080.55457,172,92339,703,172,365.1065,1,365.1065,12080.55457,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h1,4-12,14-21H,2-3H2/t4-,5+,6+,7+,8+,9-,10-,11+,12-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8525"",""main.cluster index_upperinput"":""8525""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Phe-Trp from NIST14,0.88974,5.2236,5.2236,0,CCMSLIB00003139311,1776.210354,168,8525,142,168,352.1664,1,352.1664,1776.210354,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18756"",""main.cluster index_upperinput"":""18756""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=651&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to DL-Phenylalanine from NIST14,0.887708,7.0269,7.0269,0,CCMSLIB00003136719,5228.990059,172,18756,651,172,166.0864,1,166.0864,5228.990059,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13630"",""main.cluster index_upperinput"":""13630""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=289&task=818684bc2ef44996a6257df861bb9695&show=true,5-Amino-1-.beta.-D-ribofuranosyl-1H-imidazole-4-carboxamide,0.887515,5.6383,5.6383,0,CCMSLIB00003330030,6471.76667,172,13630,289,172,259.1043,1,259.1043,6471.76667,"InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)/t3-,5-,6-,9-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6857"",""main.cluster index_upperinput"":""6857""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.885828,11.1224,11.1224,0,CCMSLIB00000578059,846.4036278,172,6857,5,172,181.0606,1,181.0606,846.4036278,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30698"",""main.cluster index_upperinput"":""30698""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,1-Oleoyl-sn-glycero-3-phosphoethanolamine,0.881384,6.2876,6.2876,0,CCMSLIB00003267905,234.3750673,120,30698,78,120,480.3094,1,480.3094,234.3750673,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""23529"",""main.cluster index_upperinput"":""23529""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1422&task=818684bc2ef44996a6257df861bb9695&show=true,5'-METHYLTHIOADENOSINE,0.881264,3.7131,3.7131,0,CCMSLIB00000577895,1772.32111,170,23529,1422,170,298.1399,1,298.1399,1772.32111,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17813"",""main.cluster index_upperinput"":""17813""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=446&task=818684bc2ef44996a6257df861bb9695&show=true,(3-hydroxypentadecanoyl)lysine,0.880284,7.1941,7.1941,0,CCMSLIB00004679232,999.7277195,165,17813,446,165,387.3227,1,387.3227,999.7277195, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""254"",""main.cluster index_upperinput"":""254""}",This Node is a Singleton,.beta.-Ecdysone,0.879681,0.9297,0.9297,0,CCMSLIB00003400072,12860.39772,172,254,-1,172,123.0807,1,123.0807,12860.39772,"InChI=1S/C27H44O7/c1-23(2,32)9-8-22(31)26(5,33)21-7-11-27(34)16-12-18(28)17-13-19(29)20(30)14-24(17,3)15(16)6-10-25(21,27)4/h12,15,17,19-22,29-34H,6-11,13-14H2,1-5H3/t15-,17-,19+,20-,21-,22+,24+,25+,26?,27+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""50224"",""main.cluster index_upperinput"":""50224""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1422&task=818684bc2ef44996a6257df861bb9695&show=true,5'-METHYLTHIOADENOSINE,0.876909,3.7933,3.7933,0,CCMSLIB00000577895,1544.569995,168,50224,1422,168,298.1398,1,298.1398,1544.569995,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2451"",""main.cluster index_upperinput"":""2451""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=446&task=818684bc2ef44996a6257df861bb9695&show=true,(3-hydroxypentadecanoyl)lysine,0.875402,24.4745,24.4745,0,CCMSLIB00004679232,3167.734973,172,2451,446,172,387.3229,1,387.3229,3167.734973, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""31720"",""main.cluster index_upperinput"":""31720""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,"1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine-N-methyl",0.874729,5.1782,5.1782,0,CCMSLIB00003268573,40.06616787,10,31720,78,10,758.5703,1,758.5703,40.06616787,"InChI=1S/C42H80NO8P/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43-3)51-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h18-21,40,43H,4-17,22-39H2,1-3H3,(H,46,47)/b20-18-,21-19-/t40-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18876"",""main.cluster index_upperinput"":""18876""}",This Node is a Singleton,Tyr-Phe,0.874554,5.7372,5.7372,0,CCMSLIB00003214280,1013.240734,168,18876,-1,168,329.1501,1,329.1501,1013.240734,"InChI=1S/C18H20N2O4/c19-15(10-13-6-8-14(21)9-7-13)17(22)20-16(18(23)24)11-12-4-2-1-3-5-12/h1-9,15-16,21H,10-11,19H2,(H,20,22)(H,23,24)/t15-,16-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27553"",""main.cluster index_upperinput"":""27553""}",This Node is a Singleton,L-Iditol,0.862882,1.7071,1.7071,0,CCMSLIB00003371208,710.7112564,172,27553,-1,172,165.076,1,165.076,710.7112564,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5+,6+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17434"",""main.cluster index_upperinput"":""17434""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=818684bc2ef44996a6257df861bb9695&show=true,Burkholdac B,0.85711,0.9905,0.9905,0,CCMSLIB00004679265,38676.41278,106,17434,19,106,548.193,1,548.193,38676.41278, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24425"",""main.cluster index_upperinput"":""24425""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=818684bc2ef44996a6257df861bb9695&show=true,Burkholdac B,0.85565,1.143,1.143,0,CCMSLIB00004679265,21975.00038,107,24425,19,107,548.1932,1,548.1932,21975.00038, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42727"",""main.cluster index_upperinput"":""42727""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=818684bc2ef44996a6257df861bb9695&show=true,Burkholdac B,0.853803,1.0517,1.0517,0,CCMSLIB00004679265,33499.72573,108,42727,19,108,548.1933,1,548.1933,33499.72573, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27233"",""main.cluster index_upperinput"":""27233""}",This Node is a Singleton,.alpha.-L-Asp-L-Lys,0.850184,16.0245,16.0245,0,CCMSLIB00003730006,5003.122473,172,27233,-1,172,262.1403,1,262.1403,5003.122473,"InChI=1S/C10H19N3O5/c11-4-2-1-3-7(10(17)18)13-9(16)6(12)5-8(14)15/h6-7H,1-5,11-12H2,(H,13,16)(H,14,15)(H,17,18)/t6-,7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""232"",""main.cluster index_upperinput"":""232""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=703&task=818684bc2ef44996a6257df861bb9695&show=true,4.beta.-Galactobiose,0.848679,10.2577,10.2577,0,CCMSLIB00003347562,19774.0404,172,232,703,172,365.1064,1,365.1064,19774.0404,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10+,11?,12+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""57436"",""main.cluster index_upperinput"":""57436""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Leu-Ile from NIST14,0.846066,5.8387,5.8387,0,CCMSLIB00003139268,11761.14732,172,57436,141,172,245.1862,1,245.1862,11761.14732,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17730"",""main.cluster index_upperinput"":""17730""}",This Node is a Singleton,Spectral Match to Val-Phe from NIST14,0.845261,5.5321,5.5321,0,CCMSLIB00003137123,2482.312898,172,17730,-1,172,265.1549,1,265.1549,2482.312898,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""150"",""main.cluster index_upperinput"":""150""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=492&task=818684bc2ef44996a6257df861bb9695&show=true,"4-Thiazolidinecarboxylic acid, 2-undecyl-, (4R)-",0.845233,4.6951,4.6951,0,CCMSLIB00003592376,22077.17641,172,150,492,172,184.2062,1,184.2062,22077.17641,"InChI=1S/C15H29NO2S/c1-2-3-4-5-6-7-8-9-10-11-14-16-13(12-19-14)15(17)18/h13-14,16H,2-12H2,1H3,(H,17,18)/t13-,14?/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""328"",""main.cluster index_upperinput"":""328""}",This Node is a Singleton,4-GUANIDINOBUTANOATE,0.845151,10.9187,10.9187,0,CCMSLIB00000578008,29019.37111,172,328,-1,172,146.0925,1,146.0925,29019.37111,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""31757"",""main.cluster index_upperinput"":""31757""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=369&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to N-Acetyl-D-glucosamine from NIST14,0.842903,7.7585,7.7585,0,CCMSLIB00003135692,2004.814372,172,31757,369,172,204.0868,1,204.0868,2004.814372,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5998"",""main.cluster index_upperinput"":""5998""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Leu-Ile from NIST14,0.841002,5.3822,5.3822,0,CCMSLIB00003139268,15373.48795,172,5998,141,172,245.1862,1,245.1862,15373.48795,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""36532"",""main.cluster index_upperinput"":""36532""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=608&task=818684bc2ef44996a6257df861bb9695&show=true,.beta.-D-Glucose,0.840885,20.5907,20.5907,0,CCMSLIB00003225282,2436.60442,172,36532,608,172,180.0868,1,180.0868,2436.60442,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17582"",""main.cluster index_upperinput"":""17582""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=492&task=818684bc2ef44996a6257df861bb9695&show=true,"4-Thiazolidinecarboxylic acid, 2-undecyl-, (4R)-",0.840465,4.4166,4.4166,0,CCMSLIB00003592376,21060.28897,172,17582,492,172,184.2062,1,184.2062,21060.28897,"InChI=1S/C15H29NO2S/c1-2-3-4-5-6-7-8-9-10-11-14-16-13(12-19-14)15(17)18/h13-14,16H,2-12H2,1H3,(H,17,18)/t13-,14?/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25806"",""main.cluster index_upperinput"":""25806""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=580&task=818684bc2ef44996a6257df861bb9695&show=true,Myristoleic acid,0.838489,4.3454,4.3454,0,CCMSLIB00003478791,4533.335567,156,25806,580,156,209.1901,1,209.1901,4533.335567,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30646"",""main.cluster index_upperinput"":""30646""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,"Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14",0.83712,4.9677,4.9677,0,CCMSLIB00003135272,588.3271494,109,30646,78,109,744.5546,1,744.5546,588.3271494,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""48"",""main.cluster index_upperinput"":""48""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=608&task=818684bc2ef44996a6257df861bb9695&show=true,.beta.-D-Glucose,0.835957,8.2654,8.2654,0,CCMSLIB00003225280,259311.5195,172,48,608,172,180.0869,1,180.0869,259311.5195,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1559"",""main.cluster index_upperinput"":""1559""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=369&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to N-Acetyl-D-glucosamine from NIST14,0.834384,8.2052,8.2052,0,CCMSLIB00003135692,2708.781338,172,1559,369,172,204.0867,1,204.0867,2708.781338,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""79882"",""main.cluster index_upperinput"":""79882""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=465&task=818684bc2ef44996a6257df861bb9695&show=true,Oleamide,0.834,0.9238,0.9238,0,CCMSLIB00003308633,7030.441928,172,79882,465,172,282.2795,1,282.2795,7030.441928,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24926"",""main.cluster index_upperinput"":""24926""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=818684bc2ef44996a6257df861bb9695&show=true,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",0.832792,1.1183,1.1183,0,CCMSLIB00000853386,80944.31123,172,24926,36,172,432.2389,1,432.2389,80944.31123,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19"",""main.cluster index_upperinput"":""19""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=818684bc2ef44996a6257df861bb9695&show=true,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",0.832407,0.9429,0.9429,0,CCMSLIB00000853386,92910.28984,172,19,36,172,432.239,1,432.239,92910.28984,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3"
