GNPSLinkout_Cluster,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""11042"",""main.cluster index_upperinput"":""11042""}",N-3-Hydroxydecanoyl-L-homoserine lactone,0.822376,4.1448,4.1448,0,CCMSLIB00003547434,1232.406733,147,11042,164,147,272.1853,1,272.1853,1232.406733,"InChI=1S/C14H25NO4/c1-2-3-4-5-6-7-11(16)10-13(17)15-12-8-9-19-14(12)18/h11-12,16H,2-10H2,1H3,(H,15,17)/t11?,12-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2376"",""main.cluster index_upperinput"":""2376""}",hyocholic acid,0.821816,4.2718,4.2718,0,CCMSLIB00005435541,1241.260009,147,2376,1069,147,158.1538,1,158.1538,1241.260009,"1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""84388"",""main.cluster index_upperinput"":""84388""}",hyocholic acid,0.821816,4.2718,4.2718,0,CCMSLIB00005435541,1238.030956,147,84388,1069,147,158.1538,1,158.1538,1238.030956,"1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9457"",""main.cluster index_upperinput"":""9457""}",(3-hydroxyheptadecenoyl)lysine,0.817872,5.1767,5.1767,0,CCMSLIB00004679237,4364.507465,145,9457,625,145,413.3368,1,413.3368,4364.507465, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12927"",""main.cluster index_upperinput"":""12927""}",Trp-Ser,0.811835,2.0409,2.0409,0,CCMSLIB00003727738,452.3992322,139,12927,641,139,292.1285,1,292.1285,452.3992322,"InChI=1S/C14H17N3O4/c15-10(13(19)17-12(7-18)14(20)21)5-8-6-16-11-4-2-1-3-9(8)11/h1-4,6,10,12,16,18H,5,7,15H2,(H,17,19)(H,20,21)/t10-,12-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""378"",""main.cluster index_upperinput"":""378""}","Spectral Match to 9-Octadecenamide, (Z)- from NIST14",0.810331,8.405,8.405,0,CCMSLIB00003139413,8961.51791,147,378,410,147,282.2785,1,282.2785,8961.51791,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1959"",""main.cluster index_upperinput"":""1959""}",MS_Contaminant_Sodium_Formate_Cluster,0.809847,10.1395,10.1395,0,CCMSLIB00000424739,822.2064013,147,1959,8,147,838.8371,1,838.8371,822.2064013, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4611"",""main.cluster index_upperinput"":""4611""}",Pro-Phe-Arg,0.807206,2.2386,2.2386,0,CCMSLIB00003217876,1227.371746,144,4611,-1,144,419.2468,2,210.1234,1227.371746,"InChI=1S/C20H30N6O4/c21-20(22)24-11-5-9-15(19(29)30)25-18(28)16(12-13-6-2-1-3-7-13)26-17(27)14-8-4-10-23-14/h1-3,6-7,14-16,23H,4-5,8-12H2,(H,25,28)(H,26,27)(H,29,30)(H4,21,22,24)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""48"",""main.cluster index_upperinput"":""48""}",Stearamide,0.806789,7.8986,7.8986,0,CCMSLIB00003379646,135930.4746,147,48,400,147,284.2943,1,284.2943,135930.4746,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""15481"",""main.cluster index_upperinput"":""15481""}","Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",0.80519,6.5285,6.5285,0,CCMSLIB00003135312,1484.686348,147,15481,-1,147,177.1636,1,177.1636,1484.686348,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3058"",""main.cluster index_upperinput"":""3058""}",Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.805091,9.4322,9.4322,0,CCMSLIB00005436264,50553.74349,147,3058,82,147,536.165,1,536.165,50553.74349, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""15194"",""main.cluster index_upperinput"":""15194""}",Pyochelin,0.798976,4.6879,4.6879,0,CCMSLIB00000539139,44710.82334,139,15194,436,139,325.0671,1,325.0671,44710.82334, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30251"",""main.cluster index_upperinput"":""30251""}",Zerumbone,0.797355,3.7842,3.7842,0,CCMSLIB00003546932,995.7320316,145,30251,188,145,201.1271,1,201.1271,995.7320316,"InChI=1S/C15H22O/c1-12-6-5-7-13(2)14(16)9-11-15(3,4)10-8-12/h7-9,11H,5-6,10H2,1-4H3/b11-9-,12-8-,13-7-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9922"",""main.cluster index_upperinput"":""9922""}",Homogentisic acid,0.794349,3.541,3.541,0,CCMSLIB00003712994,1996.65267,147,9922,-1,147,151.0752,1,151.0752,1996.65267,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""60810"",""main.cluster index_upperinput"":""60810""}",Spectral Match to N-Oleoylethanolamine from NIST14,0.793433,7.128,7.128,0,CCMSLIB00003137681,505.5199804,119,60810,87,119,326.305,1,326.305,505.5199804,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""166"",""main.cluster index_upperinput"":""166""}","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",0.793154,5.5548,5.5548,0,CCMSLIB00000853386,18790.15298,147,166,-1,147,432.2369,1,432.2369,18790.15298,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""38811"",""main.cluster index_upperinput"":""38811""}",S-Hydroprene,0.792508,6.8062,6.8062,0,CCMSLIB00003708640,2297.941854,147,38811,188,147,221.1897,1,221.1897,2297.941854,"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+/t15-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10250"",""main.cluster index_upperinput"":""10250""}",Thymoquinone,0.791507,6.9071,6.9071,0,CCMSLIB00003538904,1379.418241,147,10250,-1,147,165.0909,1,165.0909,1379.418241,"InChI=1S/C10H12O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6H,1-3H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""69312"",""main.cluster index_upperinput"":""69312""}",Myristoleic acid,0.790777,7.2131,7.2131,0,CCMSLIB00003234064,677.8452985,147,69312,188,147,227.2002,1,227.2002,677.8452985,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""839"",""main.cluster index_upperinput"":""839""}","2,6-Di-tert-butylbenzoquinone",0.785969,6.9069,6.9069,0,CCMSLIB00003309954,7938.216172,147,839,39,147,221.1534,1,221.1534,7938.216172,"InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9556"",""main.cluster index_upperinput"":""9556""}",N-3-Hydroxyoctanoyl-L-homoserine lactone,0.785911,3.3588,3.3588,0,CCMSLIB00003416977,5836.947356,146,9556,164,146,244.1539,1,244.1539,5836.947356,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""54812"",""main.cluster index_upperinput"":""54812""}",Acybolin A,0.785575,5.0154,5.0154,0,CCMSLIB00004679195,1050.573304,86,54812,1443,86,736.308,1,736.308,1050.573304, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""610"",""main.cluster index_upperinput"":""610""}",MoNA:692628 Rimantadine,0.783341,4.3514,4.3514,0,CCMSLIB00000566351,3182.396892,147,610,-1,147,180.1745,1,180.1745,3182.396892,"InChI=1S/C12H21N/c1-8(13)12-5-9-2-10(6-12)4-11(3-9)7-12/h8-11H,2-7,13H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""504"",""main.cluster index_upperinput"":""504""}","1,6-Anhydro-.beta.-D-glucose",0.782766,0.6278,0.6278,0,CCMSLIB00003454533,6045.172321,147,504,383,147,145.0992,1,145.0992,6045.172321,"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24578"",""main.cluster index_upperinput"":""24578""}",MassbankEU:SM878901 N-Butylbenzenesulfonamide,0.782578,2.7179,2.7179,0,CCMSLIB00000842040,1544.187596,115,24578,275,115,214.0472,1,214.0472,1544.187596,"1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""198"",""main.cluster index_upperinput"":""198""}",Myristoleic acid,0.780114,5.5459,5.5459,0,CCMSLIB00003478789,20414.5477,147,198,583,147,209.1895,1,209.1895,20414.5477,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9788"",""main.cluster index_upperinput"":""9788""}",Spectral Match to Nandrolone from NIST14,0.771932,3.8196,3.8196,0,CCMSLIB00003136930,1908.701467,147,9788,2190,147,161.0959,1,161.0959,1908.701467,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2594"",""main.cluster index_upperinput"":""2594""}",Spectral Match to Farnesol from NIST14,0.771914,7.338,7.338,0,CCMSLIB00003138783,1836.137139,147,2594,1083,147,223.2053,1,223.2053,1836.137139,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24455"",""main.cluster index_upperinput"":""24455""}",1-Monolinoleoyl-rac-glycerol,0.769244,6.8471,6.8471,0,CCMSLIB00003351174,1440.76203,121,24455,-1,121,263.157,1,263.157,1440.76203,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9562"",""main.cluster index_upperinput"":""9562""}",cyclo(L-Phe-D-Pro),0.764469,3.2891,3.2891,0,CCMSLIB00000007134,1859.825603,145,9562,-1,145,245.128,1,245.128,1859.825603,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24686"",""main.cluster index_upperinput"":""24686""}","cis,cis-9,12-Octadecadien-1-ol",0.756775,7.3585,7.3585,0,CCMSLIB00003309836,2303.121509,147,24686,617,147,267.2314,1,267.2314,2303.121509,"InChI=1S/C18H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h6-7,9-10,19H,2-5,8,11-18H2,1H3/b7-6-,10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1283"",""main.cluster index_upperinput"":""1283""}",Curcumenol,0.755167,5.8859,5.8859,0,CCMSLIB00004709697,6341.000692,147,1283,159,147,235.1323,1,235.1323,6341.000692,"InChI=1S/C15H22O2/c1-9(2)13-8-14-11(4)5-6-12(14)10(3)7-15(13,16)17-14/h7,11-12,16H,5-6,8H2,1-4H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""21384"",""main.cluster index_upperinput"":""21384""}","Androstane-3,17-diol, (3.alpha.,5.alpha.,17.beta.)-",0.754992,5.0379,5.0379,0,CCMSLIB00003452651,5689.253309,147,21384,56,147,275.2,1,275.2,5689.253309,"InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""46972"",""main.cluster index_upperinput"":""46972""}",cyclo(Phe-4-hydroxy-Pro),0.75176,3.0147,3.0147,0,CCMSLIB00000007117,660.0159312,141,46972,-1,141,261.1232,1,261.1232,660.0159312,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5053"",""main.cluster index_upperinput"":""5053""}",Myristoleic acid,0.751561,7.982,7.982,0,CCMSLIB00003234066,944.2695228,147,5053,2191,147,227.2366,1,227.2366,944.2695228,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1176"",""main.cluster index_upperinput"":""1176""}",ACARBOSE,0.749197,9.2553,9.2553,0,CCMSLIB00004721671,5306.865691,146,1176,82,146,684.2023,1,684.2023,5306.865691,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9389"",""main.cluster index_upperinput"":""9389""}",Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.748952,10.0607,10.0607,0,CCMSLIB00005436263,429671.3404,146,9389,82,146,610.1834,1,610.1834,429671.3404, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24541"",""main.cluster index_upperinput"":""24541""}",Neoabietic acid,0.748647,7.4011,7.4011,0,CCMSLIB00003660779,2982.213952,147,24541,79,147,257.2259,1,257.2259,2982.213952,"InChI=1S/C20H30O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h12,16-17H,5-11H2,1-4H3,(H,21,22)/t16-,17+,19+,20+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9833"",""main.cluster index_upperinput"":""9833""}",Spectral Match to Decaethylene glycol tridecyl ether from NIST14,0.743123,7.3273,7.3273,0,CCMSLIB00003135890,733.6529977,110,9833,30,110,641.4824,1,641.4824,733.6529977,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10093"",""main.cluster index_upperinput"":""10093""}",Chamissonolide,0.740906,3.8769,3.8769,0,CCMSLIB00003665908,3355.219142,147,10093,159,147,247.1319,1,247.1319,3355.219142,"InChI=1S/C17H24O6/c1-7-5-10-13(8(2)16(21)23-10)15(20)17(4)12(19)6-11(14(7)17)22-9(3)18/h7,10-15,19-20H,2,5-6H2,1,3-4H3/t7-,10-,11+,12-,13-,14-,15+,17-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24535"",""main.cluster index_upperinput"":""24535""}",Spectral Match to Myristoleic acid from NIST14,0.74084,8.591,8.591,0,CCMSLIB00003136910,1781.059558,147,24535,188,147,227.2001,1,227.2001,1781.059558,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14012"",""main.cluster index_upperinput"":""14012""}","(9Z,12Z,15Z-Octadecatrienoyl) coenzyme A",0.737492,2.5598,2.5598,0,CCMSLIB00003269989,4284.128583,144,14012,409,144,261.1256,1,261.1256,4284.128583,"InChI=1S/C39H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,26-28,32-34,38,49-50H,4,7,10,13-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b6-5-,9-8-,12-11-/t28-,32+,33?,34+,38-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14884"",""main.cluster index_upperinput"":""14884""}","Dodeca-2(E),4(E)-dienoic acid",0.735509,5.9527,5.9527,0,CCMSLIB00003575172,6296.444867,147,14884,-1,147,197.1534,1,197.1534,6296.444867,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9363"",""main.cluster index_upperinput"":""9363""}",ACARBOSE,0.735432,9.0325,9.0325,0,CCMSLIB00004721671,10869.11978,114,9363,82,114,684.2021,1,684.2021,10869.11978,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""32"",""main.cluster index_upperinput"":""32""}",Chorismic acid,0.733772,5.461,5.461,0,CCMSLIB00003408087,360285.8111,147,32,1874,147,163.0749,1,163.0749,360285.8111,"InChI=1S/C10H10O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19271"",""main.cluster index_upperinput"":""19271""}","2-[4-[4-[hydroxy-(4-hydroxy-3-methoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0.733664,9.9688,9.9688,0,CCMSLIB00004715481,7421.521269,147,19271,82,147,577.1255,1,577.1255,7421.521269,"InChI=1S/C26H34O12/c1-34-18-7-12(3-5-16(18)29)21(30)15-11-36-25(14(15)9-27)13-4-6-17(19(8-13)35-2)37-26-24(33)23(32)22(31)20(10-28)38-26/h3-8,14-15,20-33H,9-11H2,1-2H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""86294"",""main.cluster index_upperinput"":""86294""}","5.alpha.-Androstane-3,17-dione",0.733329,5.8547,5.8547,0,CCMSLIB00003452631,181.0546694,147,86294,-1,147,253.1952,1,253.1952,181.0546694,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-16H,3-11H2,1-2H3/t12-,14-,15-,16-,18-,19-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25199"",""main.cluster index_upperinput"":""25199""}",Acybolin D,0.730822,4.9403,4.9403,0,CCMSLIB00004679192,982.8081706,85,25199,1443,85,722.2923,1,722.2923,982.8081706, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4462"",""main.cluster index_upperinput"":""4462""}",1H-Indole-3-propanoic acid,0.7296,3.133,3.133,0,CCMSLIB00003459996,4275.359844,147,4462,1345,147,190.086,1,190.086,4275.359844,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24494"",""main.cluster index_upperinput"":""24494""}",S-Hydroprene,0.729367,5.9813,5.9813,0,CCMSLIB00003708617,2906.564958,147,24494,-1,147,267.1937,1,267.1937,2906.564958,"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+/t15-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24754"",""main.cluster index_upperinput"":""24754""}","methyl (3R,4R,5R)-5-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]oxy-3,4-dihydroxycyclohexene-1-carboxylate",0.729221,9.3181,9.3181,0,CCMSLIB00004692669,2278.261944,147,24754,82,147,519.1383,1,519.1383,2278.261944,"InChI=1S/C23H28O11/c1-31-22(30)13-9-14(25)18(27)15(10-13)32-23-21(20(29)19(28)16(11-24)33-23)34-17(26)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-25,27-29H,10-11H2,1H3/b8-7+/t14-,15-,16-,18-,19-,20+,21-,23-/m1/s1"
